ATALANTA;;;;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass;Asf;Gdv;Gdp
316;P;BERISHA E;6;0;1;0;0;0;0;0;0;0;0;0;0
2296;D;MANCINI G;6.5;0;0;0;0;0;0;0;0;0;0;0;0
2120;D;BASTONI;6*;0;0;0;0;0;0;0;0;0;0;0;0
1847;D;CALDARA;5.5;0;0;0;0;0;0;1;0;0;0;0;0
2197;D;CASTAGNE;6.5;0;0;0;0;0;0;0;0;1;0;0;0
2160;D;GOSENS;7;1;0;0;0;0;0;0;0;0;0;1;0
2130;D;HATEBOER;5.5;0;0;0;0;0;0;0;0;0;0;0;0
695;D;TOLOI;6.5;0;0;0;0;0;0;0;0;0;0;0;0
779;C;CRISTANTE;6.5;0;0;0;0;0;0;0;0;0;0;0;0
788;C;FREULER;7;1;0;0;0;0;0;0;0;0;0;0;0
22;C;DE ROON;6.5;0;0;0;0;0;0;1;0;0;0;0;0
2163;A;CORNELIUS;6*;0;0;0;0;0;0;0;0;0;0;0;0
2719;A;BARROW;6.5;0;0;0;0;0;0;0;0;1;0;0;0
26;A;GOMEZ A;6.5;0;0;0;0;0;0;0;0;0;0;0;0
684;ALL;GASPERINI;6.5;0;0;0;0;0;0;0;0;0;0;0;0
BENEVENTO;;;;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass;Asf;Gdv;Gdp
483;P;PUGGIONI;7;0;0;0;0;0;0;0;0;0;0;0;0
74;D;LETIZIA;6.5;0;0;0;0;0;0;0;0;0;0;0;0
2174;D;VENUTI;6;0;0;0;0;0;0;0;0;0;0;0;0
2662;D;TOSCA;7;0;0;0;0;0;0;0;0;0;0;0;0
2720;D;SAGNA;6.5;0;0;0;0;0;0;1;0;0;0;0;0
787;D;DJIMSITI;7.5;0;0;0;0;0;0;0;0;0;0;0;0
1995;C;DJURICIC;7;0;0;0;0;0;0;0;0;0;0;0;0
333;C;CATALDI;6.5;0;0;0;0;0;0;0;0;0;0;0;0
2646;C;SANDRO;7;0;0;0;0;0;0;0;0;0;0;0;0
440;C;VIOLA;6.5;0;0;0;0;0;0;0;0;1;0;0;0
2317;A;BRIGNOLA;6;0;0;0;0;0;0;0;0;0;0;0;0
1982;A;PARIGINI;6.5;0;0;0;0;0;0;1;0;0;0;0;0
2649;A;DIABATE';4.5;0;0;0;0;0;0;0;1;0;0;0;0
2086;A;IEMMELLO;7;1;0;0;0;0;0;0;0;0;0;1;0
2093;ALL;DE ZERBI;7;0;0;0;0;0;0;0;0;0;0;0;0
BOLOGNA;;;;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass;Asf;Gdv;Gdp
41;P;MIRANTE;6.5;0;0;0;0;0;0;0;0;0;0;0;0
50;D;MBAYE;6.5;0;0;0;0;0;0;0;0;0;0;0;0
76;D;ROMAGNOLI S;6.5;0;0;0;0;0;0;0;0;0;0;0;0
224;D;DE MAIO;6;0;0;0;0;0;0;1;0;0;0;0;0
419;D;GONZALEZ G;5.5;0;0;0;0;0;0;1;0;0;0;0;0
49;D;MASINA;6;0;0;0;0;0;0;0;0;0;0;0;0
713;C;DZEMAILI;6;0;0;0;0;0;0;1;0;0;0;0;0
57;C;CRISETIG;5.5;0;0;0;0;0;0;1;0;0;0;0;0
1858;C;KREJCI;6*;0;0;0;0;0;0;0;0;0;0;0;0
1859;C;NAGY;6;0;0;0;0;0;0;1;0;0;0;0;0
374;C;POLI;6;0;0;0;0;0;0;0;0;0;0;0;0
376;C;VERDI;5;0;0;0;0;0;0;0;0;0;0;0;0
280;A;PALACIO;6;0;0;0;0;0;0;0;0;0;0;0;0
2167;A;ORSOLINI;6;0;0;0;0;0;0;0;0;0;0;0;0
760;ALL;DONADONI;6;0;0;0;0;0;0;0;0;0;0;0;0
CAGLIARI;;;;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass;Asf;Gdv;Gdp
2178;P;CRAGNO;6;0;0;0;0;0;0;0;0;0;0;0;0
455;D;CASTAN;6;0;0;0;0;0;0;0;0;0;0;0;0
2279;D;ROMAGNA;6*;0;0;0;0;0;0;0;0;0;0;0;0
2653;D;LYKOGIANNIS;6*;0;0;0;0;0;0;1;0;0;0;0;0
1866;D;CEPPITELLI;6.5;0;0;0;0;0;0;0;0;0;0;0;0
301;D;PADOIN;5.5;0;0;0;0;0;0;1;0;0;0;0;0
1869;D;PISACANE;6.5;0;0;0;0;0;0;0;0;0;0;0;0
627;C;IONITA;6.5;0;0;0;0;0;0;0;0;0;0;0;0
1870;C;BARELLA;5.5;0;0;0;0;0;0;0;0;0;0;0;0
20;C;CIGARINI;6;0;0;0;0;0;0;1;0;0;0;0;0
