ATALANTA;;;;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass;Asf;Gdv;Gdp
316;P;BERISHA E;6;0;1;0;0;0;0;0;0;0;0;0;0
2160;D;GOSENS;6;0;0;0;0;0;0;0;0;0;0;0;0
2130;D;HATEBOER;6;0;0;0;0;0;0;0;0;0;0;0;0
15;D;MASIELLO A;6;0;0;0;0;0;0;0;0;0;0;0;0
2181;D;PALOMINO;5;0;0;0;0;0;0;0;0;0;0;0;0
695;D;TOLOI;6*;0;0;0;0;0;0;0;0;0;0;0;0
2296;D;MANCINI G;5.5;0;0;0;0;0;0;0;0;0;0;0;0
788;C;FREULER;6;0;0;0;0;0;0;1;0;0;0;0;0
22;C;DE ROON;6.5;0;0;0;0;1;0;0;0;0;0;0;1
779;C;CRISTANTE;5.5;0;0;0;0;0;0;0;0;0;0;0;0
2719;A;BARROW;6.5;0;0;0;0;0;0;0;0;0;0;0;0
2163;A;CORNELIUS;5.5;0;0;0;0;0;0;0;0;0;0;0;0
26;A;GOMEZ A;6.5;0;0;0;0;0;0;0;0;0;0;0;0
383;A;PETAGNA;5;0;0;0;0;0;0;1;0;0;0;0;0
684;ALL;GASPERINI;6;0;0;0;0;0;0;0;0;0;0;0;0
BENEVENTO;;;;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass;Asf;Gdv;Gdp
483;P;PUGGIONI;5.5;0;4;0;0;0;0;0;0;0;0;0;0
2662;D;TOSCA;5.5;0;0;0;0;0;0;0;0;0;0;0;0
2720;D;SAGNA;6;0;0;0;0;0;0;0;0;0;0;0;0
787;D;DJIMSITI;5;0;0;0;0;0;0;0;0;0;0;0;0
2174;D;VENUTI;5;0;0;0;0;0;0;0;0;0;0;0;0
333;C;CATALDI;6;0;0;0;0;0;0;0;0;0;0;0;0
2645;C;GUILHERME;6;0;0;0;0;0;0;0;0;1;0;0;0
2646;C;SANDRO;5.5;0;0;0;0;0;0;0;0;0;0;0;0
2244;C;DEL PINTO;6*;0;0;0;0;0;0;0;0;0;0;0;0
440;C;VIOLA;5.5;0;0;0;0;0;0;0;0;0;1;0;0
1995;C;DJURICIC;6.5;0;0;0;0;0;0;0;0;0;0;0;0
2317;A;BRIGNOLA;5.5;0;0;0;0;0;0;0;0;0;0;0;0
2086;A;IEMMELLO;5.5;0;0;0;0;0;0;0;0;0;0;0;0
2649;A;DIABATE';7.5;2;0;0;0;0;0;0;0;0;0;0;0
2093;ALL;DE ZERBI;6;0;0;0;0;0;0;0;0;0;0;0;0
BOLOGNA;;;;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass;Asf;Gdv;Gdp
41;P;MIRANTE;6.5;0;1;0;0;0;0;0;0;0;0;0;0
224;D;DE MAIO;5.5;0;0;0;0;0;0;1;0;0;0;0;0
615;D;HELANDER;6;0;0;0;0;0;0;0;0;0;0;0;0
49;D;MASINA;5.5;0;0;0;0;0;0;0;0;0;0;0;0
461;D;TOROSIDIS;5;0;0;0;0;0;0;1;0;0;0;0;0
1857;C;DI FRANCESCO F;5;0;0;0;0;0;0;1;0;0;0;0;0
669;C;DONSAH;5.5;0;0;0;0;0;0;0;0;0;0;0;0
2210;C;FALLETTI;5.5;0;0;0;0;0;0;0;0;0;0;0;0
374;C;POLI;6;0;0;0;0;0;0;0;0;0;0;0;0
644;C;PULGAR;5.5;0;0;0;0;0;0;0;0;0;0;0;0
376;C;VERDI;5;0;0;0;0;0;0;0;0;0;0;0;0
713;C;DZEMAILI;6.5;0;0;0;0;0;0;1;0;0;0;0;0
280;A;PALACIO;5.5;0;0;0;0;0;0;0;0;0;0;0;0
2650;A;AVENATTI;5.5;0;0;0;0;0;0;0;0;0;0;0;0
760;ALL;DONADONI;5.5;0;0;0;0;0;0;0;0;0;0;0;0
CAGLIARI;;;;;;;;;;;;;;;
