ATALANTA;;;;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass;Asf;Gdv;Gdp
4;P;SPORTIELLO;5.5;0;0;0;0;0;0;1;0;0;0;0;0
1847;D;CALDARA;7;0;0;0;0;0;0;0;0;0;0;0;0
11;D;CONTI;6;0;0;0;0;0;0;1;0;0;0;0;0
493;D;ZUKANOVIC;6;0;0;0;0;0;0;0;0;0;0;0;0
13;D;DRAME';5.5;0;0;0;0;0;0;0;0;0;0;0;0
15;D;MASIELLO A;6.5;0;0;0;0;0;0;1;0;0;0;0;0
695;D;TOLOI;5.5;0;0;0;0;0;0;0;0;0;0;0;0
801;C;GAGLIARDINI;7;0;0;0;0;0;0;0;0;0;0;0;0
26;C;GOMEZ A;6;0;0;0;0;0;0;1;0;0;0;0;0
1850;C;KESSIE';5.5;0;0;0;0;0;0;0;0;0;0;0;0
28;C;KURTIC;5.5;0;0;0;0;0;0;0;0;0;0;0;0
1852;C;SPINAZZOLA;6;0;0;0;0;0;0;1;0;0;0;0;0
788;C;FREULER;5.5;0;0;0;0;0;0;0;0;0;0;0;0
383;A;PETAGNA;5.5;0;0;0;0;0;0;1;0;0;0;0;0
684;ALL;GASPERINI;6.5;0;0;0;0;0;0;0;0;0;0;0;0
BOLOGNA;;;;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass;Asf;Gdv;Gdp
41;P;MIRANTE;6;0;0;0;0;0;0;0;0;0;0;0;0
47;D;GASTALDELLO;6.5;0;0;0;0;0;0;1;0;1;0;0;0
663;D;KRAFTH;6;0;0;0;0;0;0;0;0;0;0;0;0
461;D;TOROSIDIS;6.5;0;0;0;0;0;0;0;0;0;0;0;0
48;D;MAIETTA;6;0;0;0;0;0;0;0;0;0;0;0;0
49;D;MASINA;7;1;0;0;0;0;0;0;0;0;0;1;0
631;C;VIVIANI;7;0;0;0;0;0;0;0;0;1;0;0;0
1858;C;KREJCI;6.5;0;0;0;0;1;0;0;0;0;0;0;0
703;C;MOUNIER;6;0;0;0;0;0;0;0;0;0;0;0;0
1859;C;NAGY;6;0;0;0;0;0;0;1;0;0;0;0;0
2100;C;OKWONKWO;6*;0;0;0;0;0;0;0;0;0;0;0;0
713;C;DZEMAILI;7.5;1;0;0;0;0;0;0;0;0;0;0;0
669;C;DONSAH;6;0;0;0;0;0;0;0;0;0;0;0;0
