ATALANTA;;;;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass;Asf;Gdv;Gdp
316;P;BERISHA E;6;0;1;0;0;0;0;0;0;0;0;0;0
1847;D;CALDARA;6;0;0;0;0;0;0;0;0;0;0;0;0
11;D;CONTI;7;1;0;0;0;0;0;1;0;0;0;0;0
15;D;MASIELLO A;7;0;0;0;0;0;0;0;0;0;0;0;0
695;D;TOLOI;6;0;0;0;0;0;0;1;0;0;0;0;0
2130;D;HATEBOER;6*;0;0;0;0;0;0;0;0;0;0;0;0
1850;C;KESSIE';7;0;0;0;0;0;0;0;0;0;0;0;0
28;C;KURTIC;6;0;0;0;0;0;0;0;0;0;0;0;0
1852;C;SPINAZZOLA;6.5;0;0;0;0;0;0;0;0;0;0;0;0
788;C;FREULER;6.5;0;0;0;0;0;0;0;0;0;0;0;0
779;C;CRISTANTE;6.5;0;0;0;0;0;0;0;0;0;0;0;0
26;C;GOMEZ A;6.5;0;0;0;0;0;0;0;0;0;0;0;0
126;A;PALOSCHI;6*;0;0;0;0;0;0;0;0;0;0;0;0
383;A;PETAGNA;6.5;0;0;0;0;0;0;0;0;0;0;0;0
684;ALL;GASPERINI;6;0;0;0;0;0;0;0;0;0;0;0;0
BOLOGNA;;;;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass;Asf;Gdv;Gdp
41;P;MIRANTE;6.5;0;1;0;0;0;0;0;0;0;0;0;0
663;D;KRAFTH;6.5;0;0;0;0;0;0;0;0;0;0;0;0
615;D;HELANDER;6;0;0;0;0;0;0;0;0;0;0;0;0
48;D;MAIETTA;5.5;0;0;0;0;0;0;0;0;0;0;0;0
50;D;MBAYE;7;0;0;0;0;0;0;0;0;0;0;0;0
461;D;TOROSIDIS;6.5;0;0;0;0;0;0;0;0;0;0;0;0
644;C;PULGAR;6;0;0;0;0;0;0;0;0;0;0;0;0
275;C;TAIDER;6;0;0;0;0;0;0;0;0;0;0;0;0
376;C;VERDI;6;0;0;0;0;0;0;0;0;0;0;0;0
2100;C;OKWONKWO;6.5;0;0;0;0;0;0;0;0;1;0;0;0
