ATALANTA;;;;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass;Asf;Gdv;Gdp
316;P;BERISHA E;6;0;0;0;0;0;0;0;0;0;0;0;0
1847;D;CALDARA;7.5;1;0;0;0;0;0;0;0;0;0;0;0
11;D;CONTI;7.5;1;0;0;0;0;0;1;0;0;0;0;0
16;D;RAIMONDI;6*;0;0;0;0;0;0;0;0;0;0;0;0
15;D;MASIELLO A;6;0;0;0;0;0;0;0;0;0;0;0;0
493;D;ZUKANOVIC;6.5;0;0;0;0;0;0;0;0;0;0;0;0
28;C;KURTIC;6.5;0;0;0;0;0;0;0;0;0;0;0;0
29;C;MIGLIACCIO;6*;0;0;0;0;0;0;0;0;0;0;0;0
1852;C;SPINAZZOLA;7;0;0;0;0;0;0;0;0;0;0;0;0
21;C;D'ALESSANDRO;6*;0;0;0;0;0;0;0;0;0;0;0;0
801;C;GAGLIARDINI;7;0;0;0;0;0;0;1;0;1;0;0;0
26;C;GOMEZ A;7.5;1;0;0;0;0;0;0;0;0;0;1;0
1850;C;KESSIE';7;0;0;0;0;0;0;0;0;0;0;0;0
383;A;PETAGNA;6.5;0;0;0;0;0;0;0;0;0;0;0;0
684;ALL;GASPERINI;8;0;0;0;0;0;0;0;0;0;0;0;0
BOLOGNA;;;;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass;Asf;Gdv;Gdp
40;P;DA COSTA;6;0;3;0;0;0;0;0;0;0;0;0;0
663;D;KRAFTH;4.5;0;0;0;0;0;0;0;0;0;0;0;0
615;D;HELANDER;4;0;0;0;0;0;0;0;0;0;0;0;0
49;D;MASINA;4.5;0;0;0;0;0;0;0;0;0;0;0;0
461;D;TOROSIDIS;6*;0;0;0;0;0;0;0;0;0;0;0;0
45;D;FERRARI A;5;0;0;0;0;0;0;0;0;0;0;0;0
275;C;TAIDER;5.5;0;0;0;0;0;0;0;0;0;0;0;0
713;C;DZEMAILI;6;0;0;0;0;0;0;0;0;0;0;0;0
631;C;VIVIANI;5.5;0;0;0;0;0;0;0;0;0;0;0;0
1858;C;KREJCI;6;0;0;0;0;0;0;0;0;0;0;0;0
1859;C;NAGY;5;0;0;0;0;0;0;0;0;0;0;0;0
644;C;PULGAR;5.5;0;0;0;0;0;0;0;0;0;0;0;0
764;A;SADIQ;6.5;0;0;0;0;0;0;0;0;0;0;0;0
472;A;DESTRO;5.5;0;0;0;0;0;0;0;0;0;0;0;0
760;ALL;DONADONI;5;0;0;0;0;0;0;0;0;0;0;0;0
CAGLIARI;;;;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass;Asf;Gdv;Gdp
1863;P;STORARI;4;0;5;0;0;0;0;0;0;0;0;0;0
291;D;ISLA;4;0;0;0;0;0;0;0;0;0;0;0;0
1864;D;BRUNO ALVES;4;0;0;0;0;0;0;0;0;0;0;0;0
1866;D;CEPPITELLI;4;0;0;0;0;0;0;1;0;0;0;0;0
1869;D;PISACANE;4.5;0;0;0;0;0;0;0;0;1;0;0;0
1875;C;MUNARI;5;0;0;0;0;0;0;0;0;0;0;0;0
301;C;PADOIN;5.5;0;0;0;0;0;0;0;0;0;0;0;0
241;C;TACHTSIDIS;4;0;0;0;0;0;0;0;0;0;0;0;0
1872;C;DESSENA;4;0;0;0;0;0;0;0;1;0;0;0;0
1879;A;FARIAS;5.5;0;0;0;0;0;0;1;0;0;0;0;0
1880;A;GIANNETTI;6;0;0;0;0;0;0;0;0;0;0;0;0
1881;A;MELCHIORRI;6.5;1;0;0;0;0;0;0;0;0;0;0;0
1882;A;SAU;5;0;0;0;0;0;0;0;0;0;0;0;0
722;A;BORRIELLO;4.5;0;0;0;0;0;0;0;0;0;0;0;0
1883;ALL;RASTELLI;4;0;0;0;0;0;0;0;0;0;0;0;0
CHIEVO;;;;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass;Asf;Gdv;Gdp
413;P;SORRENTINO;7;0;2;0;0;0;0;0;0;0;0;0;0
99;D;CACCIATORE;6;0;0;0;0;0;0;1;0;0;0;0;0
101;D;DAINELLI;5.5;0;0;0;0;0;0;1;0;0;0;0;0
105;D;GOBBI;5.5;0;0;0;0;0;0;1;0;0;0;0;0
78;D;SPOLLI;5.5;0;0;0;0;0;0;0;0;0;0;0;0
118;C;RADOVANOVIC;6.5;0;0;0;0;0;0;1;0;0;0;0;0
111;C;BIRSA;6;0;0;0;0;0;0;0;0;0;0;0;0
399;C;DE GUZMAN;5.5;0;0;0;0;0;0;1;0;0;0;0;0
112;C;CASTRO;6;0;0;0;0;0;0;0;0;0;0;0;0
115;C;HETEMAJ;6;0;0;0;0;0;0;0;0;0;0;0;0
116;C;IZCO;5.5;0;0;0;0;0;0;0;0;0;0;0;0
534;A;FLORO FLORES;5;0;0;0;0;0;0;0;0;0;0;0;0
