ATALANTA;;;;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass;Asf;Gdv;Gdp
4;P;SPORTIELLO;6;0;0;0;0;0;0;0;0;0;0;0;0
695;D;TOLOI;7;0;0;0;0;0;0;0;0;0;0;0;0
360;D;PALETTA;5.5;0;0;0;0;0;0;1;0;0;0;0;0
8;D;BRIVIO;6;0;0;0;0;0;0;0;0;0;0;0;0
10;D;CHERUBIN;6.5;0;0;0;0;0;0;0;0;0;0;0;0
11;D;CONTI;6*;0;0;0;0;0;0;0;0;0;0;0;0
15;D;MASIELLO A;6.5;0;0;0;0;0;0;0;0;0;0;0;0
17;D;STENDARDO;6*;0;0;0;0;0;0;1;0;0;0;0;0
22;C;DE ROON;6.5;0;0;0;0;0;0;0;0;0;0;0;0
26;C;GOMEZ A;5;0;0;0;0;0;0;0;1;0;0;0;0
28;C;KURTIC;5.5;0;0;0;0;0;0;1;0;0;0;0;0
784;C;DIAMANTI;7;0;0;0;0;0;0;0;0;0;0;0;0
20;C;CIGARINI;6.5;0;0;0;0;0;0;0;0;0;0;0;0
722;A;BORRIELLO;7.5;1;0;0;0;0;0;0;0;0;0;1;0
678;ALL;REJA;6.5;0;0;0;0;0;0;0;1;0;0;0;0
BOLOGNA;;;;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass;Asf;Gdv;Gdp
41;P;MIRANTE;7;0;0;0;0;0;0;0;0;0;0;0;0
54;D;ROSSETTINI;6;0;0;0;0;0;0;1;0;0;0;0;0
45;D;FERRARI A;6*;0;0;0;0;0;0;0;0;0;0;0;0
804;D;CONSTANT;6*;0;0;0;0;0;0;0;0;0;0;0;0
47;D;GASTALDELLO;6.5;0;0;0;0;0;0;0;0;0;0;0;0
396;D;ZUNIGA;6;0;0;0;0;0;0;0;0;0;0;0;0
48;D;MAIETTA;6.5;0;0;0;0;0;0;0;0;0;0;0;0
49;D;MASINA;6.5;0;0;0;0;0;0;0;0;0;0;0;0
55;C;BRIENZA;7.5;0;0;0;0;0;0;0;0;1;0;0;0
56;C;BRIGHI;6;0;0;0;0;0;0;0;0;0;0;0;0
60;C;RIZZO;6.5;0;0;0;0;0;0;0;0;0;0;0;0
275;C;TAIDER;6;0;0;0;0;0;0;0;0;0;0;0;0
702;C;GIACCHERINI;7;1;0;0;0;0;0;0;0;0;0;1;0
533;A;FLOCCARI;7;1;0;0;0;0;0;0;0;0;0;0;0
760;ALL;DONADONI;6.5;0;0;0;0;0;0;0;0;0;0;0;0
CARPI;;;;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass;Asf;Gdv;Gdp
720;P;BELEC;6.5;0;0;0;0;0;0;0;0;0;0;0;0
76;D;ROMAGNOLI S;6.5;0;0;0;0;0;0;0;0;0;0;0;0
73;D;GAGLIOLO;6;0;0;0;0;0;0;0;0;0;0;0;0
74;D;LETIZIA;6.5;0;0;0;0;0;0;0;0;0;0;0;0
75;D;POLI F;6;0;0;0;0;0;0;0;0;0;0;0;0
399;C;DE GUZMAN;5.5;0;0;0;0;0;0;0;0;0;0;0;0
80;C;BIANCO;6;0;0;0;0;0;0;1;0;0;0;0;0
664;C;CRIMI;5.5;0;0;0;0;0;0;1;0;0;0;0;0
81;C;DI GAUDIO;6;0;0;0;0;0;0;0;0;0;0;0;0
83;C;LOLLO;5;0;0;0;0;0;0;0;1;0;0;0;0
86;C;PASCIUTI;7;0;0;0;0;0;0;0;0;1;0;0;0
93;A;MBAKOGU;5;0;0;0;0;0;0;0;0;0;0;0;0
65;A;MANCOSU;6*;0;0;0;0;0;0;1;0;0;0;0;0
90;A;LASAGNA;7.5;1;0;0;0;0;0;0;0;0;0;1;0
679;ALL;CASTORI;6.5;0;0;0;0;0;0;0;1;0;0;0;0
CHIEVO;;;;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass;Asf;Gdv;Gdp
95;P;BIZZARRI;6;0;1;0;0;0;0;0;0;0;0;0;0
78;D;SPOLLI;6.5;0;0;0;0;0;0;1;0;0;0;0;0
99;D;CACCIATORE;6;0;0;0;0;0;0;0;0;0;0;0;0
104;D;GAMBERINI;5.5;0;0;0;0;0;0;0;0;0;0;0;0
105;D;GOBBI;6;0;0;0;0;0;0;0;0;0;0;0;0
115;C;HETEMAJ;5.5;0;0;0;0;0;0;1;0;0;0;0;0
118;C;RADOVANOVIC;6;0;0;0;0;0;0;0;0;0;0;0;0
650;C;PEPE;5;0;0;0;0;0;0;0;0;0;0;0;0
111;C;BIRSA;5.5;0;0;0;0;0;0;0;0;0;0;0;0
112;C;CASTRO;6;0;0;0;0;0;0;0;0;0;0;0;0
534;A;FLORO FLORES;5;0;0;0;0;0;0;0;0;0;0;0;0
123;A;INGLESE;5.5;0;0;0;0;0;0;0;0;0;0;0;0
124;A;MEGGIORINI;5.5;0;0;0;0;0;0;0;0;0;0;0;0
127;A;PELLISSIER;5.5;0;0;0;0;0;0;0;0;0;0;0;0
680;ALL;MARAN;5.5;0;0;0;0;0;0;0;0;0;0;0;0
EMPOLI;;;;;;;;;;;;;;;
