ATALANTA;;;;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass;Asf;Gdv;Gdp
4;P;SPORTIELLO;6;0;3;0;0;0;0;0;0;0;0;0;0
695;D;TOLOI;5.5;0;0;0;0;0;0;0;0;0;0;0;0
11;D;CONTI;6;1;0;0;0;0;0;0;1;0;0;0;0
13;D;DRAME';6;0;0;0;0;0;0;1;0;0;0;0;0
15;D;MASIELLO A;5;0;0;0;0;0;0;0;0;0;0;0;0
26;C;GOMEZ A;6;0;0;0;0;0;0;0;0;0;0;0;0
28;C;KURTIC;6;0;0;0;0;0;0;0;0;0;0;0;0
784;C;DIAMANTI;6;0;0;0;0;0;0;0;0;0;0;0;0
20;C;CIGARINI;5;0;0;0;0;0;0;1;0;1;0;0;0
21;C;D'ALESSANDRO;6.5;0;0;0;0;0;0;0;0;0;0;0;0
22;C;DE ROON;5;0;0;0;0;0;0;0;0;0;0;0;0
722;A;BORRIELLO;6*;0;0;0;0;0;0;0;0;0;0;0;0
39;A;PINILLA;6.5;1;0;0;0;0;0;1;0;1;0;0;0
243;A;GAKPE';6;0;0;0;0;0;0;0;0;0;0;0;0
678;ALL;REJA;5.5;0;0;0;0;0;0;0;0;0;0;0;0
BOLOGNA;;;;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass;Asf;Gdv;Gdp
41;P;MIRANTE;6;0;0;0;0;0;0;0;0;0;0;0;0
804;D;CONSTANT;6;0;0;0;0;0;0;0;0;0;0;0;0
47;D;GASTALDELLO;6.5;0;0;0;0;0;0;1;0;0;0;0;0
48;D;MAIETTA;7;0;0;0;0;0;0;0;0;0;0;0;0
49;D;MASINA;6;0;0;0;0;0;0;0;0;0;0;0;0
50;D;MBAYE;6;0;0;0;0;0;0;0;0;0;0;0;0
55;C;BRIENZA;6*;0;0;0;0;0;0;0;0;0;0;0;0
