ATALANTA;;;;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass;Asf;Gdv;Gdp
610;P;GOLLINI;6;0;1;0;0;0;0;0;0;0;0;0;0
2160;D;GOSENS;7.5;1;0;0;0;0;0;0;0;1;0;0;0
2130;D;HATEBOER;6.5;0;0;0;0;0;0;0;0;0;0;0;0
2296;D;MANCINI G;6;0;0;0;0;0;0;1;0;0;0;0;0
2181;D;PALOMINO;7;0;0;0;0;0;0;0;0;0;0;0;0
695;D;TOLOI;7;0;0;0;0;0;0;0;0;0;0;0;0
788;C;FREULER;7;0;0;0;0;0;0;0;0;2;0;0;0
177;C;ILICIC;8.5;3;0;0;0;0;0;0;0;0;0;1;0
2077;C;PASALIC;6;0;0;0;0;0;0;0;0;0;0;0;0
22;C;DE ROON;7.5;1;0;0;0;0;0;0;0;0;0;0;0
2719;A;BARROW;6;0;0;0;0;0;0;0;0;0;0;0;0
26;A;GOMEZ A;6.5;0;0;0;0;0;0;0;0;0;0;0;0
2868;A;RIGONI E;6*;0;0;0;0;0;0;0;0;0;0;0;0
608;A;ZAPATA D;6;0;0;0;0;0;0;0;0;0;0;0;0
684;ALL;GASPERINI;7;0;0;0;0;0;0;0;0;0;0;0;0
BOLOGNA;;;;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass;Asf;Gdv;Gdp
133;P;SKORUPSKI;6.5;0;2;0;0;0;0;0;0;0;0;0;0
2745;D;CALABRESI;7;1;0;0;0;0;0;1;0;0;0;0;1
578;D;DANILO LAR;5.5;0;0;0;0;0;0;0;0;0;0;0;0
2746;D;DIJKS;5;0;0;0;0;0;0;0;0;0;0;0;0
419;D;GONZALEZ G;6.5;0;0;0;0;0;0;0;0;0;0;0;0
615;D;HELANDER;5;0;0;0;0;0;0;0;0;0;0;0;0
50;D;MBAYE;5;0;0;0;0;0;0;1;0;0;0;0;0
1859;C;NAGY;4.5;0;0;0;0;0;0;0;0;0;0;0;0
374;C;POLI;6;0;0;0;0;0;0;0;0;0;0;0;0
2744;C;SVANBERG;6;0;0;0;0;0;0;0;0;0;0;0;0
532;A;FALCINELLI;6*;0;0;0;0;0;0;0;0;0;0;0;0
2167;A;ORSOLINI;6.5;0;0;0;0;0;0;0;0;1;0;0;0
280;A;PALACIO;6.5;0;0;0;0;0;0;0;0;0;0;0;0
2743;A;SANTANDER;7;1;0;0;0;0;0;0;0;0;0;0;0
2748;ALL;INZAGHI F;6.5;0;0;0;0;0;0;0;0;0;0;0;0
CAGLIARI;;;;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass;Asf;Gdv;Gdp
2178;P;CRAGNO;7.5;0;1;0;0;0;0;0;0;0;0;0;0
2116;D;FARAGO';7;0;0;0;0;0;0;0;0;1;0;0;0
1869;D;PISACANE;7;0;0;0;0;0;0;0;0;0;0;0;0
1866;D;CEPPITELLI;5.5;0;0;0;0;0;0;0;0;0;0;0;0
1870;C;BARELLA;6;0;0;0;0;0;0;1;0;0;0;0;0
112;C;CASTRO;6;0;0;0;0;0;0;0;0;0;0;0;0
1872;C;DESSENA;6*;0;0;0;0;0;0;0;0;0;0;0;0
627;C;IONITA;6;0;0;0;0;0;0;1;0;0;0;0;0
1874;C;JOAO PEDRO;6.5;0;0;0;0;0;0;0;0;0;0;0;0
301;C;PADOIN;6.5;0;0;0;0;0;0;0;0;0;0;0;0
2854;C;BRADARIC;5.5;0;0;0;0;0;0;0;0;0;0;0;0
306;A;CERRI;5.5;0;0;0;0;0;0;0;0;0;0;0;0
247;A;PAVOLETTI;7;1;0;0;0;0;0;0;0;0;0;0;1
680;ALL;MARAN;6.5;0;0;0;0;0;0;0;0;0;0;0;0
CHIEVO;;;;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass;Asf;Gdv;Gdp
413;P;SORRENTINO;5;0;5;0;0;0;0;0;0;0;0;0;0
134;D;BARBA;4;0;0;0;0;0;0;0;1;0;0;0;0
